"uid","sex","age","question_de","PA_08","PA_02","PA_09","PA_06","PA_01","MT_07","MT_04","MT_02","MT_05","MT_01","PA_04","MT_03","MT_06","PA_07","PA_03","PA_05","PA_sum","PA_mean","MT_sum","MT_mean","GM_sum","GM_mean"
13,2,38,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.77777777777778,12,1.71428571428571,NA,2.42857142857143
13,2,38,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,4.77777777777778,12,1.71428571428571,NA,2.42857142857143
13,2,38,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,43,4.77777777777778,12,1.71428571428571,NA,2.42857142857143
13,2,38,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,43,4.77777777777778,12,1.71428571428571,NA,2.42857142857143
13,2,38,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,43,4.77777777777778,12,1.71428571428571,NA,2.42857142857143
19,1,39,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
19,1,39,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4.33333333333333,12,1.71428571428571,NA,2
128,1,28,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,63,7,40,5.71428571428571,NA,6.28571428571429
128,1,28,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,7,40,5.71428571428571,NA,6.28571428571429
144,1,19,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
144,1,19,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,37,4.11111111111111,15,2.14285714285714,NA,2.42857142857143
149,2,22,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
149,2,22,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,52,5.77777777777778,34,4.85714285714286,NA,5.42857142857143
157,2,56,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich kann beurteilen, ob jemand falsch oder richtig singt oder spielt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich finde es schwierig Fehler festzustellen, die ein Sänger macht, selbst wenn ich das Lied kenne.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
157,2,56,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,53,5.88888888888889,34,4.85714285714286,NA,5.14285714285714
3217,1,32,"Ich habe ___ Jahre Unterricht in Musiktheorie (außerhalb der Schule) erhalten.",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Wenn ich singe, habe ich keine Ahnung, ob ich richtig oder falsch singe.",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Es fällt mir schwer, ein bekanntes Lied zu erkennen, wenn es auf eine andere Weise oder von einem anderen Interpreten gespielt oder gesungen wird.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich kann ___ verschiedene Instrumente  (einschließlich Gesang) spielen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich habe ___ Jahre Musikunterricht auf einem Instrument (einschließlich Gesang) in meinem bisherigen Leben gehabt.",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich kann zwei Interpretationen oder Versionen desselben Musikstücks miteinder vergleichen und über die Unterschiede diskutieren.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich bin noch nie für meine musikalischen Fähigkeiten gelobt worden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Wenn ich ein Musikstück höre, kann ich normalerweise die Stilrichtung erkennen.",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Meistens weiß ich, ob ich ein Lied zum ersten Mal höre.",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich würde mich selbst nicht als Musiker/-in bezeichnen",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich kann beurteilen, ob jemand nicht im Rhythmus mit der Musik singt oder spielt.",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich habe regelmäßig und täglich ein Instrument (einschließlich Gesang) für ___ Jahre geübt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"An dem Höhepunkt meines Interesses habe ich mein Hauptinstrument ___ Stunden pro Tag geübt.",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
3217,1,32,"Ich kann beurteilen, ob jemand gut singt oder nicht.",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,4.55555555555556,8,1.14285714285714,NA,2
